URL,Size (Bytes),Number of Outlinks,Content Type
https://www.nytimes.com/video/world/asia/100000006864463/hong-kong-protests-video.html?playlistId=video/hk-protest,1718008,96,text/html
https://www.nytimes.com/video/world/asia/100000007154970/hong-kong-protests-security-legislation.html?playlistId=video/hk-protest,3035695,96,text/html
https://www.nytimes.com/video/world/asia/100000007174092/hong-kong-china-tiananmen-vigil.html?playlistId=video/hk-protest,1743250,96,text/html
https://www.nytimes.com/video/world/100000007218668/hong-kong-protests-china.html?playlistId=video/hk-protest,1742173,96,text/html
https://www.nytimes.com/video/world/europe/100000007247372/united-kingdom-hong-kong.html?playlistId=video/hk-protest,1745038,96,text/html
https://www.nytimes.com/video/world/asia/100000007636780/hong-kong-47-democracy-activists.html?playlistId=video/hk-protest,2679477,96,text/html
https://www.nytimes.com/video/us/politics/100000007561341/the-trumps-arrive-in-florida.html?playlistId=video/2020-Elections,3355181,96,text/html
https://www.nytimes.com/video/world/asia/100000007799009/hong-kong-tiananmen-massacre.html?playlistId=video/hk-protest,2678727,96,text/html
https://www.nytimes.com/video/us/politics/100000007561363/jennifer-lopez-sings-at-biden-inauguration.html?playlistId=video/2020-Elections,1860184,96,text/html
https://www.nytimes.com/video/us/politics/100000007561255/biden-inauguration-speech.html?playlistId=video/2020-Elections,1859957,96,text/html
https://www.nytimes.com/video/us/politics/100000007561374/poet-amanda-gorman-inauguration.html?playlistId=video/2020-Elections,1863606,96,text/html
